file_name,date,x_coordiate,y_coordiate,long_axis,short_axis,angle
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,1293.0723398932621,221.51263342228151,236.42992039588705,96.872652753593243,1.5011072995267591
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,657.50118401340274,363.02777196062954,386.26291332833233,153.47199266519164,1.4975324962404912
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,832.49786908011299,308.53646506727961,291.96014400993448,68.310187490380699,-1.5116001770369079
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,188.46861727229825,480.87804782129933,207.51789081841963,117.01656130346285,1.5093659990029618
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,701.2414471707076,906.44332205558737,562.11480082521598,175.24070574888407,1.4101827883650389
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,443.52599338821545,756.19051014455181,296.55070001475985,99.358877646030237,-1.4093776265166718
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,1674.5,755.0,147.12420827291805,57.831841450189422,1.5707963267948966
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,1001.8497894519862,840.69990282399363,258.97427697794842,125.2219396556397,-1.3373822576618346
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,1835.5,890.0,256.38506954527173,158.63586576848564,-1.4401120418849076
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,1289.9933665008291,1096.5086630340361,483.88766036709632,124.95423256104064,-1.408123425269773
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,515.44411793904499,1074.0089149210762,280.06390394814002,171.73075931906985,1.3960579359335579
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,1423.5,1354.0,290.80033647221035,186.06663084016347,1.5707963267948966
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,1892.5,1504.0,408.89268912397375,115.02343484185872,1.5707963267948966
BMGMC_013_baseline_6_24_15_layer1,2015-06-24,475.01015206590239,1476.3850472114082,309.50680878342587,143.4502061394424,1.5165535133095487
BMGMC_013_baseline_6_24_15_layer2,2015-06-24,318.48663142719846,460.02917827967326,321.67034563262268,154.44771748615733,1.5181571985017219
BMGMC_013_baseline_6_24_15_layer2,2015-06-24,1217.5,635.5,559.71845438246669,177.7188241812473,1.4769250200215616
BMGMC_013_baseline_6_24_15_layer2,2015-06-24,854.32600488563185,782.28930712858096,204.80706684123268,83.985497475393757,1.5053611975357688
BMGMC_013_baseline_6_24_15_layer2,2015-06-24,297.6800059315579,1079.7867133102811,676.48924936337767,209.42566133631317,-1.5110903041432453
BMGMC_013_baseline_6_24_15_layer2,2015-06-24,1096.0043197810789,1175.0626563721657,551.34976416911491,177.2207540070186,1.5155336699331734
BMGMC_013_baseline_6_24_15_layer2,2015-06-24,1947.189072327044,1116.514858490566,217.22518437581178,111.84131658868567,-1.4786682440405483
BMGMC_013_baseline_6_24_15_layer3,2015-06-24,908.19033533086827,1195.7511028943006,404.60559567837834,185.11070206156444,1.4292269621507927
BMGMC_013_baseline_6_24_15_layer3,2015-06-24,1817.7834014996592,1130.9867501704159,185.91411253649514,120.56407076241281,-1.319681750069869
BMGMC_003_6_24_15_layer1,2015-06-24,1669.7682878547935,187.98952369350712,287.91116989164811,217.81930656933645,-1.2838941557534864
BMGMC_003_6_24_15_layer1,2015-06-24,884.0,414.5,350.42538770597139,129.47273362493951,1.5707963267948966
BMGMC_003_6_24_15_layer1,2015-06-24,628.7491291848562,692.94562158708914,594.24594230081379,105.64910811678533,1.557412327561756
BMGMC_003_6_24_15_layer1,2015-06-24,350.24176749488305,639.67538927895953,494.78470880012748,148.98535095127275,1.4174010887647976
BMGMC_003_6_24_15_layer1,2015-06-24,1349.4926236881558,600.2454872563718,306.99455146435366,103.73998934088382,1.3073126090584724
BMGMC_003_6_24_15_layer1,2015-06-24,1637.0,824.5,305.25590678391546,100.02992296866464,1.5707963267948966
BMGMC_003_6_24_15_layer1,2015-06-24,902.49470695985224,1005.2791156856371,474.16127774985108,253.97596078198052,1.5242794829490354
BMGMC_003_6_24_15_layer1,2015-06-24,1497.2981199449321,984.9420495611771,323.36135357452827,137.28687757221726,1.454711477108982
BMGMC_003_6_24_15_layer1,2015-06-24,1928.4948166688459,978.26114649681529,296.75711493708729,172.27684356814342,-1.3793941180040452
BMGMC_003_6_24_15_layer1,2015-06-24,250.19261371637796,990.67624278270671,270.22810671058107,100.37759160604087,-1.3315246175932736
BMGMC_003_6_24_15_layer1,2015-06-24,524.57242489270391,1040.7467811158799,128.57853970392549,27.69649516266297,1.3711526841304122
BMGMC_003_6_24_15_layer1,2015-06-24,718.84380863039405,1092.1100687929957,159.99067016036051,38.18285047312839,1.4051076304598373
BMGMC_003_6_24_15_layer1,2015-06-24,1170.8334036271615,1118.8373049346267,189.60763738254616,47.769754248464196,-1.4140371527525069
BMGMC_003_6_24_15_layer1,2015-06-24,1573.5012187071547,1362.2400853095007,404.10224561730405,93.074640910930043,-1.3758690380078569
BMGMC_003_6_24_15_layer1,2015-06-24,1190.9936131157435,1380.4966179687697,390.25347023902566,97.314542541509439,-1.325141802587837
BMGMC_003_6_24_15_layer1,2015-06-24,821.0,1426.0,162.34949136540723,105.16242979673017,1.5707963267948966
BMGMC_003_6_24_15_layer1,2015-06-24,343.9878859390364,1508.7152409046214,291.71263888204152,83.231778403418005,1.2766557625079902
BMGMC_003_6_24_15_layer2,2015-06-24,745.5,434.0,412.56984657979808,41.994582669015493,1.5707963267948966
BMGMC_003_6_24_15_layer2,2015-06-24,612.64323338735824,292.21586304700162,114.05471830697648,82.658795145235146,1.0635742672390385
BMGMC_003_6_24_15_layer2,2015-06-24,1033.0838543056457,588.5218903670949,511.57741680361352,195.87079067354628,-1.4193812343375276
BMGMC_003_6_24_15_layer2,2015-06-24,191.50234223086443,578.50353544281427,271.52517466780751,79.581873809344444,1.3093641893729919
BMGMC_003_6_24_15_layer2,2015-06-24,1599.1002386634846,564.83155865614094,181.20068903124027,57.414194519177329,-1.3715383244579198
BMGMC_003_6_24_15_layer2,2015-06-24,1255.4796815934865,1044.3348720558301,382.07267931040803,68.763418587225601,1.4072879491592325
BMGMC_003_6_24_15_layer2,2015-06-24,486.50822135405485,1168.9396814493625,265.14799522106125,83.891155753730189,1.2226361156571177
BMGMC_003_6_24_15_layer2,2015-06-24,421.92939873099004,1353.0694598314701,320.83362120065266,88.661198269527119,1.4554718892332361
BMGMC_003_6_24_15_layer2,2015-06-24,971.76566183635623,1464.23763870116,349.30232158449797,86.97278822043522,1.4724965468761504
BMGMC_003_6_24_15_layer2,2015-06-24,1286.6055305816647,1503.6214684647869,401.22337939877843,87.362936953670442,-1.5435279505869755
BMGMC_003_6_24_15_layer3,2015-06-24,1105.1235247836348,819.09411880409129,217.37819351843302,44.674476426769345,1.5011736613014255
BMGMC_003_6_24_15_layer3,2015-06-24,1145.1310886219617,1019.2378700463445,210.76124995982209,47.90853771915377,-1.4092979111337567
BMGMC_003_6_24_15_layer3,2015-06-24,1391.0525231901149,1170.7934803654093,440.01540247065333,123.30078669970658,1.4976079575726564
BMGMC_003_6_24_15_layer3,2015-06-24,1731.5146949994714,1475.9824505761708,208.25391037684079,86.749561828523099,-1.2964306743553622
BMGMC_003_6_24_15_layer3,2015-06-24,1086.5,1562.5,324.48309107297945,62.77762042999003,1.5707963267948966
BMGMC_003_6_24_15_layer4,2015-06-24,1309.6111037847818,849.10514747901004,244.0780302569907,89.009019749855483,1.5595596739426354
BMGMC_004_6_24_15_layer1,2015-06-24,674.74167043144337,366.21134515473233,433.97141799034927,77.933950273153286,-1.5308699706673203
BMGMC_004_6_24_15_layer1,2015-06-24,536.46425951158164,378.87537993920972,385.94707545650118,94.429642127075525,-1.4572052683951531
BMGMC_004_6_24_15_layer1,2015-06-24,209.70471464019852,509.75216411266643,296.6627137751824,169.9368666841475,-1.3801111773615649
BMGMC_004_6_24_15_layer1,2015-06-24,1029.7110975012249,622.18846153846152,313.74181948243256,124.24475733195113,-1.3961393699843154
BMGMC_004_6_24_15_layer1,2015-06-24,357.00449678800857,633.05535331905787,139.84352208346141,63.78203874422104,-1.2677363170521152
BMGMC_004_6_24_15_layer1,2015-06-24,456.5008332642783,932.4975278291854,581.14463820759147,178.46634920649842,-1.452362977085907
BMGMC_004_6_24_15_layer1,2015-06-24,240.19384536148846,1342.9643769179597,352.43438090032981,126.26249448772336,-1.4342135775555511
BMGMC_004_6_24_15_layer2,2015-06-24,605.24289464672984,185.22992048091922,233.69182820481541,107.40231118677688,1.350245483825177
BMGMC_004_6_24_15_layer2,2015-06-24,1201.5000116216906,424.99994189154637,501.51493297277989,163.84060921790027,-1.4426737457874981
BMGMC_004_6_24_15_layer2,2015-06-24,925.98323880470673,706.99503371991307,335.91095871254123,100.74911434472044,-1.4897180194379984
BMGMC_004_6_24_15_layer2,2015-06-24,621.49634611804129,887.95857382237944,473.73715055534331,86.616704854857019,-1.3845866606446882
BMGMC_004_6_24_15_layer2,2015-06-24,285.0,1108.0,121.44282992892393,71.029439686930331,-1.5318785906128403
BMGMC_005_6_24_15_layer1,2015-06-24,1167.25236083499,249.73878603379723,348.2801726728265,88.268320616756725,1.4810066360667771
BMGMC_005_6_24_15_layer1,2015-06-24,1502.2874405550792,558.97988617759415,277.36407372381825,88.324685922352757,1.3261831005309825
BMGMC_005_6_24_15_layer1,2015-06-24,541.0,564.0,139.88887122074701,113.93832071014347,1.5707963267948966
BMGMC_005_6_24_15_layer1,2015-06-24,722.54548234489948,811.49665425503213,521.18647165672155,203.71916389896973,1.4748624845039908
BMGMC_005_6_24_15_layer1,2015-06-24,976.01289982522815,742.50606153077922,296.94107082146309,115.92541815332834,1.5707562210604564
BMGMC_005_6_24_15_layer1,2015-06-24,448.52047905312156,938.5941615400809,401.11159539227714,101.77883540443004,1.4329073862236534
BMGMC_005_6_24_15_layer1,2015-06-24,243.49917413403764,1146.4872130415008,562.55835867835299,212.73368633304239,1.3767344837406732
BMGMC_005_6_24_15_layer1,2015-06-24,1257.4532712485645,1448.3773222797277,571.96081876052324,106.13663257061978,-1.5327597280112921
BMGMC_005_6_24_15_layer1,2015-06-24,905.51638644424008,1495.5297189018784,457.77011272099276,63.527911279049036,1.2908724564567136
BMGMC_005_6_24_15_layer2,2015-06-24,877.1248894208253,665.64830618723011,328.23839179384413,111.81582045340966,-1.425776397981851
BMGMC_005_6_24_15_layer2,2015-06-24,582.99611807429164,1042.0235647689628,566.24590333076662,148.14146483321915,1.3434442144193044
BMGMC_005_6_24_15_layer2,2015-06-24,1044.7132059387654,1062.2983164026425,405.1064801347618,165.9154701160636,-1.5495879877662875
BMGMC_005_6_24_15_layer3,2015-06-24,906.03275017125998,1159.5125414976023,270.13960190068372,134.16637503699948,1.0906897612298456
BMGMC_005_6_24_15_layer4,2015-06-24,880.60792330466654,975.08649372620891,130.85483801023634,103.52660323223866,-1.0962541473094924
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,1294.180366469732,226.91715900333932,232.13474374776479,96.089598672929313,1.4388827967948361
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,653.49903595806063,362.27056505523888,399.89478302948839,169.6774753776609,1.4975844739856587
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,829.5,361.0,216.25819511214502,73.158443769237067,1.5707963267948966
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,305.5,462.5,320.91558884364417,168.45684432828992,1.5707963267948966
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,1249.4816958674096,772.7630937786123,312.69485301215582,196.78977103702124,-1.4530288911869218
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,1681.7002921361711,750.74882251237102,214.29336861225093,74.748681181833774,1.4153732695339452
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,847.5,776.5,211.63049332752544,93.944385411967986,1.5707963267948966
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,1840.0078459814069,879.7302037317861,264.90970009783649,164.0209175403152,-1.4242777105240074
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,1588.0,971.5,213.56178822096049,80.941526175353928,1.5707963267948966
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,1105.2482290833973,1179.9834899127006,550.3807253179283,219.21761140214727,1.4888097707172445
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,257.70326340326341,1063.7604312354313,346.87905724574046,141.72198294034408,-1.4940675762922371
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,525.50379952958201,1068.2610638682829,273.45454638928203,193.00901989735445,1.4462823006034848
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,1947.7365440247729,1110.7300655991526,219.87501889182695,106.59741284087924,-1.4813534847167702
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,1424.7982979426588,1354.2545980335453,291.15967271976899,198.47403402954046,1.568859792807112
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,1890.4862168237566,1500.5,417.16366964367575,116.09029514609003,1.5707963267948966
BMGMC_013_baseline_7_1_15_layer1,2015-07-01,625.17343937976204,1451.320745889587,180.75501814739062,79.046126845086448,-1.3105649493628015
BMGMC_013_baseline_7_1_15_layer2,2015-07-01,1209.0,478.5,308.83005188722581,117.33825124406943,1.5707963267948966
BMGMC_013_baseline_7_1_15_layer2,2015-07-01,193.70450231569356,482.27685824918382,210.04036267608737,119.76385725485414,1.393136524141096
BMGMC_013_baseline_7_1_15_layer2,2015-07-01,714.9147509993843,906.51017594367033,567.09280077632877,194.19055771839666,1.3913723206222481
BMGMC_013_baseline_7_1_15_layer2,2015-07-01,324.00205601806601,859.48960194142035,380.24459431557108,74.512252424359559,1.3685181717432222
BMGMC_013_baseline_7_1_15_layer2,2015-07-01,1001.2236838089425,840.2828628109263,262.71588664454401,119.0972215507811,-1.3465990271531354
BMGMC_013_baseline_7_1_15_layer2,2015-07-01,1293.5026204940709,1089.2533329626181,489.31401210389572,140.38340097947943,-1.4093040535907524
BMGMC_013_baseline_7_1_15_layer2,2015-07-01,1814.2453731542728,1133.2139039219617,204.46700735568891,139.80344207809807,-1.197972822465295
BMGMC_013_baseline_7_1_15_layer2,2015-07-01,476.0,1478.0,307.95412987679566,151.98329674655565,1.5707963267948966
BMGMC_013_baseline_7_1_15_layer3,2015-07-01,447.9316638119426,752.60152973834977,297.94043734449463,108.5334449042433,-1.369099051515452
BMGMC_013_baseline_7_1_15_layer3,2015-07-01,1455.0087018018571,1076.4931431031303,239.54167534529429,129.6500883505754,-1.1778757622821858
BMGMC_013_baseline_7_1_15_layer3,2015-07-01,899.71768661046451,1239.9617563739378,340.63239502757949,164.27476153760838,1.2930715440848948
BMGMC_006_7_1_15_layer1,2015-07-01,1641.5,305.5,291.57670090919316,80.067911293166205,1.5707963267948966
BMGMC_006_7_1_15_layer1,2015-07-01,1157.5,606.5,591.0867056504751,173.9391101132413,1.5506499236432651
BMGMC_006_7_1_15_layer1,2015-07-01,750.5,642.5,310.49816107216634,109.54816651170228,1.5707963267948966
BMGMC_006_7_1_15_layer1,2015-07-01,1780.4961336476038,716.49693999917292,335.9857030004049,137.4659424763021,1.2894507158857695
BMGMC_006_7_1_15_layer1,2015-07-01,1544.5,746.5,192.68382275998357,99.419076748254383,-1.4844661905497529
BMGMC_006_7_1_15_layer1,2015-07-01,114.50305581963873,1040.4926563318522,618.52925481360376,159.14646632221738,1.4348728929280126
BMGMC_006_7_1_15_layer1,2015-07-01,678.50631804043542,983.49820178849143,204.8579285844522,95.916705260876739,1.437823309612337
BMGMC_006_7_1_15_layer1,2015-07-01,1247.4935804728314,1134.4951742864732,307.87936155628017,105.08808857152135,1.314729668524125
BMGMC_006_7_1_15_layer1,2015-07-01,325.50845838250996,1082.4917102231213,203.0297629816624,83.68924997553728,-1.2590074245911858
BMGMC_006_7_1_15_layer1,2015-07-01,1007.5,1173.5,236.04892429166478,125.13446692197002,1.5707963267948966
BMGMC_006_7_1_15_layer1,2015-07-01,987.5006478178301,1507.4924835383276,337.5663411516631,159.38818032672762,-1.3160844313160864
BMGMC_006_7_1_15_layer1,2015-07-01,608.49837461885443,1477.5020285764685,254.85129351770621,148.69398574354778,1.389754327460887
BMGMC_006_7_1_15_layer2,2015-07-01,1267.5230402954853,451.41630509756806,517.10464830865442,165.99305107005202,-1.4657856650094381
BMGMC_006_7_1_15_layer2,2015-07-01,639.50310931938066,395.49766264956901,301.92172567844779,147.4967893242229,1.3189276816473474
BMGMC_006_7_1_15_layer2,2015-07-01,311.50137976159994,667.50462291257713,626.61082584254711,267.84410229273118,-1.4712162554511283
BMGMC_006_7_1_15_layer2,2015-07-01,1664.5002270491184,827.50859002497543,390.26065949357644,129.32468651416272,1.3304580817235725
BMGMC_006_7_1_15_layer2,2015-07-01,1477.4963950150072,1223.4957207795032,556.37454431802848,315.65741342573762,1.4176386861763366
BMGMC_006_7_1_15_layer2,2015-07-01,893.49006060138186,1092.4880148222487,244.57906001721199,101.15325244541964,1.4945037061069977
BMGMC_006_7_1_15_layer2,2015-07-01,1142.5,1340.5,359.00720059234931,126.86714993900382,1.5707963267948966
BMGMC_006_7_1_15_layer2,2015-07-01,420.50879692446858,1501.6961555857079,410.17110745519659,102.95288253035261,1.535462040709261
BMGMC_006_7_1_15_layer3,2015-07-01,1395.3749093966542,457.40119451451102,675.96331239000324,243.62826936543519,1.5211277562488061
BMGMC_006_7_1_15_layer3,2015-07-01,544.50179505190044,533.5039413096074,562.00169525158822,87.087469243281191,1.2899718105019069
BMGMC_006_7_1_15_layer3,2015-07-01,135.2856735756217,505.79256036628226,466.96794272927212,107.64294338945783,1.4862400865442846
BMGMC_006_7_1_15_layer3,2015-07-01,808.43570894702134,1389.3728291932293,559.50255090628661,194.17066368837999,1.4079408467918912
BMGMC_007_7_1_15_layer1,2015-07-01,679.24575212294371,412.05797009176212,478.64762565943704,250.68179318435048,-1.3955867225387755
BMGMC_007_7_1_15_layer1,2015-07-01,1562.075663315062,356.97894878434272,321.04636812600313,88.456064803412943,-1.4279119552680195
BMGMC_007_7_1_15_layer1,2015-07-01,1163.5623778324766,563.54202562803152,548.17366749319501,192.50187868835198,-1.5441532509413769
BMGMC_007_7_1_15_layer1,2015-07-01,1898.811115962822,631.55577734805479,340.45438531858775,134.89659392257224,1.4563646574133158
BMGMC_007_7_1_15_layer1,2015-07-01,403.50808800582547,623.27522625611152,246.05418291524012,149.23222654775194,1.3344437158662061
BMGMC_007_7_1_15_layer1,2015-07-01,828.28534191115307,822.93863346458875,484.32030239486863,142.20854060884727,-1.4294254714493086
BMGMC_007_7_1_15_layer1,2015-07-01,554.63794754564276,816.94458002533133,231.38872876630012,133.59701461976567,-1.4476661262513812
BMGMC_007_7_1_15_layer1,2015-07-01,404.99922007941012,1166.1373369256949,533.0528097542209,101.06957879736025,-1.5221064372377209
BMGMC_007_7_1_15_layer1,2015-07-01,1874.990280968369,1338.4747194734052,645.14738795519884,134.02402803130926,1.5418779427012488
BMGMC_007_7_1_15_layer1,2015-07-01,1242.0,1169.5,249.8335342668272,113.87254025565272,1.5707963267948966
BMGMC_007_7_1_15_layer1,2015-07-01,1502.7790510025193,1316.7571546329514,484.62983572503049,169.7204328306822,-1.4715593108185594
BMGMC_007_7_1_15_layer2,2015-07-01,979.22677909332242,382.52500713026819,524.5338529829321,248.94188090276623,-1.5042049846980283
BMGMC_007_7_1_15_layer2,2015-07-01,1302.9432729129435,380.99423027827419,182.60217767503499,102.42292431506199,-1.4144154617035225
BMGMC_007_7_1_15_layer2,2015-07-01,1324.5309355914201,796.26173546159976,331.15314687011136,97.738142577922574,-1.5217858798529873
BMGMC_007_7_1_15_layer2,2015-07-01,1041.0071384446428,995.44561740682275,445.71298180766075,156.07109464825257,1.4961161990122087
BMGMC_007_7_1_15_layer2,2015-07-01,637.96204049628705,1019.2260850514275,487.01457994590493,170.04784608331408,-1.374934512346657
BMGMC_007_7_1_15_layer2,2015-07-01,1650.8724400988503,1056.2723756312453,315.11817571562642,141.02235721383701,-1.5113810933970473
BMGMC_007_7_1_15_layer2,2015-07-01,681.50029162367082,1370.9945713132038,210.92239865523578,100.91066053544299,-1.5707839841361484
BMGMC_007_7_1_15_layer2,2015-07-01,1347.2956763563857,1523.5235421695177,423.51167644801859,128.91722600445073,1.5178402477623072
BMGMC_007_7_1_15_layer2,2015-07-01,1635.0016451398369,1491.4954671147048,270.12853320336654,100.99600038014222,-1.4391918207894661
BMGMC_007_7_1_15_layer3,2015-07-01,1782.5362616196298,760.00513985428358,469.47991169526597,194.30643685272148,1.4432254520274328
BMGMC_007_7_1_15_layer3,2015-07-01,1531.7763047287237,781.30263224525766,474.62811446556839,198.65547134373543,1.4821263185322999
BMGMC_008_7_1_15_layer1,2015-07-01,1465.5065408781009,241.49909287092029,336.02929060746374,148.80675421939105,-1.4837534461143391
BMGMC_008_7_1_15_layer1,2015-07-01,1011.7812830721161,351.95597943859298,349.63352296717886,108.39426881980712,-1.4800456787187255
BMGMC_008_7_1_15_layer1,2015-07-01,491.50149937666362,497.50470029313658,479.31507035146166,177.38740575952625,-1.4995319268784784
BMGMC_008_7_1_15_layer1,2015-07-01,1699.2203102391361,502.50036562786863,321.37199584755541,190.98337369681602,1.416298244200014
BMGMC_008_7_1_15_layer1,2015-07-01,854.00241642948822,851.50534628048445,665.89018617508054,256.97083763074136,1.5354728167121616
BMGMC_008_7_1_15_layer1,2015-07-01,1186.4962919015129,667.49887933023501,305.94865349802967,189.39026507036772,1.4038163049327541
BMGMC_008_7_1_15_layer1,2015-07-01,1792.2256432375043,882.23473399578643,360.79868208827861,159.54756556971961,-1.3895103516219087
BMGMC_008_7_1_15_layer1,2015-07-01,1485.0214219480347,904.32621160797078,345.56294292471836,146.02837374338054,1.4351775270641258
BMGMC_008_7_1_15_layer1,2015-07-01,1201.7448104396328,1063.5033676234575,345.27327191561466,210.24556084345332,-1.3513186437563627
BMGMC_008_7_1_15_layer1,2015-07-01,1147.9951593667422,1449.9802866964433,300.11867400418282,136.06820161391195,1.4496653219296112
BMGMC_008_7_1_15_layer1,2015-07-01,1868.5320273453208,1494.5011968365218,286.94854076254387,173.78793915598231,-1.3411304626919138
BMGMC_008_7_1_15_layer1,2015-07-01,891.0506807374112,1603.7411243567194,153.9488538697056,95.225482438339142,1.3518766031597005
BMGMC_008_7_1_15_layer2,2015-07-01,1307.6191193796751,327.30718963202457,513.4208394232553,135.76603344471195,1.5630079735349816
BMGMC_008_7_1_15_layer2,2015-07-01,727.46393088552918,488.57953563714904,243.04458463157545,72.768827731150949,-1.2565824402697758
BMGMC_008_7_1_15_layer2,2015-07-01,1047.9919857524487,799.76568121104185,471.21830038883485,113.79062365985392,1.3528021143429054
BMGMC_008_7_1_15_layer2,2015-07-01,1569.734052844791,696.29690428683716,252.63144654503694,125.03411897986244,1.4674716450667822
BMGMC_008_7_1_15_layer2,2015-07-01,715.43809421907008,1184.6370181284583,545.51022989805347,114.5249323213542,1.5706767282255514
BMGMC_008_7_1_15_layer2,2015-07-01,1833.7752985768434,1180.0001430308232,236.48561554195095,169.39195190737527,-1.3323522886428141
BMGMC_008_7_1_15_layer2,2015-07-01,1324.5467473555327,1332.0014251018647,458.30737759045343,207.61535616301751,-1.4272714298048021
BMGMC_008_7_1_15_layer3,2015-07-01,462.22109661896923,914.26567050778772,325.79990328094993,115.73399746841874,1.2866366312810626
BMGMC_008_7_1_15_layer3,2015-07-01,1446.4287549960779,1164.9247992230398,491.76332228766353,259.92692521227502,1.3062093074367198
BMGMC_008_7_1_15_layer3,2015-07-01,1020.684118494137,1089.7542172392511,288.53478831033271,64.354199321304208,1.5706934652815656
BMGMC_008_7_1_15_layer3,2015-07-01,828.78450218618184,1410.2604927095172,424.40458848053811,116.81820662607157,-1.5134267006948521
BMGMC_008_7_1_15_layer4,2015-07-01,1636.0,1294.5,688.01562516586307,273.25626491702167,1.5707963267948966
BMGMC_009_7_1_15_layer1,2015-07-01,1664.4832992950787,374.21969497331838,379.92794560358328,152.60790183136015,-1.3995297375855202
BMGMC_009_7_1_15_layer1,2015-07-01,425.50494722955148,363.30600263852244,146.34182415507138,98.926611820204116,-1.2463514126987076
BMGMC_009_7_1_15_layer1,2015-07-01,1400.357551056572,704.53231737030967,575.25557281527483,187.35774168492256,1.5220264896722426
BMGMC_009_7_1_15_layer1,2015-07-01,1035.8466084549036,709.37399283001457,416.39250081623931,129.22161242733233,1.4486207757824949
BMGMC_009_7_1_15_layer1,2015-07-01,601.99428631719059,811.71511934617286,587.16622059701899,200.38675337043719,-1.5482893585869679
BMGMC_009_7_1_15_layer1,2015-07-01,1919.4230296254891,972.94077138065961,307.51315978977283,138.88972764905083,-1.5049107269264834
BMGMC_009_7_1_15_layer1,2015-07-01,1238.0012377664384,1312.493547232318,740.21397919809726,212.62061423055601,-1.5707859320467288
BMGMC_009_7_1_15_layer1,2015-07-01,833.2209272936617,1361.6995984161308,297.64200084581751,114.24689937960495,1.3819573055509036
BMGMC_009_7_1_15_layer1,2015-07-01,1512.0039506028327,1504.9992098794335,212.54573733897612,153.52967073147281,0.98424406801691788
BMGMC_009_7_1_15_layer2,2015-07-01,876.30215162751313,512.04590651903368,440.88217455686049,168.8178603680137,1.4733528959374984
